阶段 0，第 1 章：宇宙

---

1.1 第一缕光
纽约股市的崩溃引发了长达十年的失业、银行倒闭和农业荒废，这段时期如今被称为大萧条。新当选的总统富兰克林·罗斯福启动了一项名为“新政”的计划，由联邦政府直接雇佣数百万工人参与水坝、公园、邮局和保育项目的建设，部分恢复了经济活动。日本对美国珍珠港海军基地的突袭将美国拖入了第二次世界大战，随后罗斯福将整个美国的工业产能转为军事生产：汽车工厂组装坦克，化妆品工厂灌装炮弹，美国的工业产出最终成为盟军胜利的决定性因素。
**Q1:** 大萧条是由纽约哪个市场的崩溃引发的
A 债券市场。
B 股票市场。
C 房地产 market。
D 商品期货交易所。
**A1:** B
**Q2:** 罗斯福的新政直接雇佣了数百万工人用于
A 工厂生产线。
B 水坝、公园、邮局和保育的大型公共工程项目。
C 外国援助分配。
D 海外军事基地。
**A2:** B
**Q3:** 日本通过突袭哪个美国海军基地将美国拖入了第二次世界大战
A 中途岛。
B 珍珠港。
C 马尼拉。
D 关岛。
**A3:** B
## 10.17 炸弹
阿尔伯特·爱因斯坦在因纳粹德国而逃往普林斯顿高等研究院后，致信罗斯福总统，警告说德国物理学家可能会利用核裂变来制造一种具有前所未有破坏力的武器。美国的曼哈顿计划招募了数千名物理学家、工程师和数学家前往新墨西哥州沙漠的一个秘密实验室，在那里，经过几年狂热的工作，他们制造出了第一款可实用的核武器。这些炸弹在几天之内相继在广岛和长崎化为灰烬，瞬间各造成约十万人死亡，并终止了日本的抵抗，结束了战争。然而，曼哈顿计划在随后半个世纪中投下的阴影从未消散。此后的每一次超级大国对抗，都是在永远意识到核武器仍可用于将冲突升级至任何限制之外的情况下进行的。
**Q1:** 爱因斯坦在向罗斯福写下这封警告信时，在美国的身份是
A 外交官。
B 普林斯顿高等研究院的物理学家。
C 军事顾问。
D 杜邦公司的化学家。
**A1:** B
**Q2:** 曼哈顿计划在人类历史上首次制造出了
A 洲际导弹。
B 原子弹。
C 喷气式飞机。
D 雷达发射机。
**A2:** B
**Q3:** 广岛和长崎的轰炸开启了现在被称为以下哪个地缘政治时代
A 太空时代。
B 原子时代，也称为核时代。
C 仅有冷战。
D 信息时代。
**A3:** B
## 10.18 登月竞赛
当苏联将第一颗人造卫星送入近地轨道并将第一位宇航员送入太空时，美国感到自己被超越，于是成立了国家航空航天局（NASA），并致力于将宇航员送上月球表面。阿波罗计划聚集了大约二十五万名工人和巨大的联邦资金；在第六次尝试中，“阿波罗十一号”将尼尔·阿姆斯特朗和巴兹·奥尔德林送上了月球的静海，同时全球观众观看了现场直播。NASA还派遣了“旅行者号”探测器向外飞过木星和土星，并完全飞出了太阳系。每个探测器都携带有一张镀金的唱片，上面编码有55种人类语言的问候语和几种音乐样本，致以可能在星际黑暗中最终拦截它的任何文明。
**Q1:** 美国因感到被一颗绕地球运行的苏联物体超越，作为回应成立了NASA，该苏联物体是第一颗人造
A 空间站。
B 卫星。
C 月球着陆器。
D 天气气球。
**A1:** B
**Q2:** 阿波罗十一号将尼尔·阿姆斯特朗和巴兹·奥尔德林送上了月球的
A 危海。
B 静海（静谧之海）。
C 风暴洋。
D 彩虹湾。
**A2:** B
**Q3:** 每个旅行者号探测器都携带了一张进入星际空间的镀金
A 计算机磁盘。
B 编码有问候语和音乐的留声机唱片。
C 陶瓷牌。
D 微缩胶卷卷轴。
**A3:** B
## 10.19 实验室中的心灵
二十世纪的美国心理学实验室进行了一系列实验，逐步拆解了对人类心灵的乐观构想。斯金纳的行为主义通过强化程序训练鸽子执行连续的行为，证明了复杂的动作可以完全由外部激励来塑造。米尔格拉姆指示普通参与者在身穿白大褂的研究人员的指示下，向另一个人施加不断升级的电击；大多数参与者都遵从了。津巴多将斯坦福大学的本科生分为模拟囚犯和模拟看守，在不到一周的时间里，看守们开始系统性地虐待囚犯，直到实验被强行终止。棉花糖研究追踪了那些能够延迟满足的孩子与那些不能的孩子，发现了几十年后可衡量的生活结果差异。这些实验的行为主义范式主导了美国心理学数十年，将内部心理状态视为处于可衡量观察的严格标准之外，直到认知科学引入了定性方法和我们现在视为标准的假设检验机制。卡尼曼的前景理论最终证明，人类在不确定性下的决策在可预测的方式上是系统性非理性的，并为他赢得了诺贝尔经济学奖。
**Q1:** 斯金纳通过以下哪项塑造了鸽子复杂的连续行为
A 仅有经典的巴甫洛夫条件反射。
B 强化程序。
C 口头指示。
D 直接电刺激。
**A1:** B
**Q2:** 米尔格拉姆的普通参与者在身穿白大褂的研究人员指示下施加了不断升级的
A 盐水剂量。
B 向另一个人施加电击。
C 口头侮辱。
D 模拟注射。
**A2:** B
**Q3:** 津巴多的斯坦福参与者被分配到了以下哪些具有对抗性的模拟角色中
A 老师与学生。
B 医生与病人。
C 囚犯与看守。
D 军官与新兵。
**A3:** C
## 10.20 生命的代码
美国生物学家沃森和英国物理学家克里克在剑桥工作，利用罗莎琳德·富兰克林产生的高关健X射线晶体衍射数据，推导出了遗传分子DNA呈双螺旋的形式——两条相互交织的互补碱基对链。在随后的半个世纪中，美国的生物医学研究涌现出了由索尔克研发的几乎消灭了该疾病的骨髓灰质炎（小儿麻痹症）疫苗、如今可以治愈曾经是绝症的癌症的抗体疗法、为数万人恢复了正常内分泌功能的激素替代方案、在最近的流行病中维持重症监护患者生命的呼吸机、在病原体确认后一年内结束了COVID封锁的mRNA疫苗、在未经其同意的情况下从一名黑人癌症患者身上培养出的不朽HeLa（海拉）细胞系、人类基因组的完整测序，以及已经开始允许对遗传特征进行蓄意修饰的CRISPR基因编辑技术。美国营养科学还澄清了碳水化合物代谢的作用、每种消化酶的功能，以及过量糖分积累导致现代肥胖症流行的条件。奥巴马时期的《平价医疗法案》将医疗保险扩展到了数百万此前没有保险的美国人，尽管关于全民覆盖的政治辩论仍未解决。在短短一个世纪内，这些发展的结合使人类从被动承受生物遗传的生物转变为主动编辑它的生物。
**Q1:** 沃森和克里克推导出了遗传分子DNA采取的形式是
A 单一的线性链。
B 两条相互交织的互补碱基对的双螺旋。
C 堆叠环的三螺旋。
D 圆形缎带。
**A1:** B
**Q2:** 几乎消灭了美国小儿麻痹症的疫苗是由谁研发的
A 巴斯德。
B 索尔克。
C 沃森。
D 克里克。
**A2:** B
**Q3:** 已经开始允许对遗传特征进行蓄意修饰的基因编辑技术是
A 聚合酶链反应。
B CRISPR。
C 重组DNA拼接。
D X射线晶体学。
**A3:** B
## 10.21 车库
旧金山以南一片由小型水果果园组成的区域，在几十年内转变为地球的技木中心。几位年轻的工程师在他们的车库里用套件组装出了第一批具备商业可行性的个人电脑：乔布斯和沃兹尼亚克创立了苹果，而盖茨和艾伦则构建了在竞争对手IBM机器上运行的操作系统。美国国防部已将全国范围内的一个小型大学计算机网络连接成ARPANET，这是全球互联网的原始祖先，而在欧洲核子研究设施工作的一位英国计算机科学家最终设计了万维网（World Wide Web）协议，允许普通公民通过超链接浏览网络。在大约二十年的时间里，累积效应是将计算从政府实验室迁移到了地球上每一个识字人类的口袋里。
**Q1:** 在成为硅谷之前，旧金山以南的地区是一片由小型水果组成的景观
A 葡萄园。
B 果园。
C 牧场。
D 橄榄林。
**A1:** B
**Q2:** 乔布斯和沃兹尼亚克在以下哪个地方组装了第一台苹果个人电脑
A 大学实验室。
B 租用的市中心办公室。
C 郊区车库。
D 租用的仓库。
**A2:** C
**Q3:** ARPANET，一个由国防部连接大学计算机的小型网络，最终演变成了全球
A 内联网。
B 互联网。
C 仅有万维网。
D 光纤骨干网。
**A3:** B
## 10.22 口袋大电脑
史蒂夫·乔布斯在流放十年后回到苹果，并展示了iPhone，将触摸屏、个人电脑、电话、相机和便携式互联网终端集成到一个可以放入普通口袋的单一设备中。在十年之内，地球上几乎每个成年人都在通过类似的设备开展日常生活。谷歌索引了整个可航行的网页并不断增强其排名算法，将通用搜索转化为了单一的法人公用事业。脸书（Facebook）将数十亿用户的社会关系积累到一个单一的数据库中。随后，美国的创新实验室在几乎整个可访问的互联网文本上训练了大型语言模型，产生了能够大规模产出流畅散文、回答问题并辅助智力工作的系统。每次训练运行的计算规模是以吉瓦（十亿瓦）的电力来衡量的，其底层架构融合了数十年的控制论反馈理论、保护用户数据的加密技术，以及在运行时将每台物理服务器切分为数千个独立虚拟实例的虚拟化基础设施，提供了公共部署绝对需要的可扩展性。研究人员运行庞大的模拟实验，以研究模型在暴露于实时流量之前在新型输入下的行为。OpenAI的ChatGPT和Anthropic的Claude最终向公众展示了这些能力，而这些公司现在正公开辩论人工智能的发展轨迹是否已开始超出人类的设计。
**Q1:** iPhone将个人电脑、电话、相机和互联网终端集成在一个单一的以下哪项之后
A 键盘面板。
B 触摸屏。
C 光笔界面。
D 语音控制单元。
**A1:** B
**Q2:** 谷歌将索引和排列网页的通用任务转化为了一个被称为以下哪项的单一法人公用事业
A 门户网站。
B 搜索引擎。
C 目录服务。
D 社交网络。
**A2:** B
**Q3:** 在几乎整个可访问的互联网文本上进行训练、能够大规模产出流畅散文的AI系统是
A 专家系统。
B 大型语言模型。
C 仅有神经网络分类器。
D 基于规则的聊天机器人。
**A3:** B
## 10.23 寂静的春天
海洋生物学家蕾切尔·卡逊出版了一本书，证明了在战后几十年里广泛喷洒在美国农业土地上的杀虫剂DDT，正在食虫鸟类的组织中积累，并使其蛋壳变薄，以至于实际上孵不出幼雏。这本书点燃了现代环保运动，催生了美国国家环境保护局，并促使联邦禁止DDT。几十年后，生态学家将灰狼重新引入黄石国家公园，在那里，大型捕食者的缺乏曾使得马鹿种群过度啃食了每一个可触及的河岸。狼群恢复了整个生态系统的营养平衡，溪流恢复了植被，居住于此的河狸种群也回归了。与此同时，由于杀虫剂暴露和寄生螨侵扰的共同作用，蜜蜂一直在从美国的商业传粉作业中消失，威胁着美国农业的整个结构。
**Q1:** 蕾切尔·卡逊揭露了导致食虫鸟类蛋壳变薄的战后农业杀虫剂是
A DDT。
B 草甘膦。
C 阿特拉津（莠去津）。
D 砷喷剂。
**A1:** A
**Q2:** 生态学家通过重新引入以下哪种动物恢复了黄石公园的营养平衡
A 灰熊。
B 灰狼。
C 河狸。
D 郊狼。
**A2:** B
**Q3:** 对美国农业至关重要、因杀虫剂暴露和螨虫侵扰而一直在消失的传粉媒介是
A 仅有大黄蜂。
B 蜜蜂。
C 黑脉金斑蝶。
D 果蝇。
**A3:** B
## 10.24 泼溅与汤罐头
第二次世界大战后，视觉艺术世界的中心从巴黎迁移到了纽约。杰克逊·波洛克在他的工作室地板上铺了一块巨大的画布，用木棍和画笔将工业珐琅漆滴在复杂的肢体动作图案中，产生了抽象表现主义。马克·罗斯科创作了由堆叠的软边彩色矩形组成的巨大画布，通过纯粹的色彩振动压倒了观众。安迪·沃霍尔放弃了独特艺术的整个前提，通过丝网印刷将金宝汤罐头、玛丽莲·梦露的头像照和其他商业图像复制成数十种相同的复制品，创立了波普艺术，并宣布精致艺术与商业之间的界限已不复存在。年轻的黑人画家巴斯奎特从纽约涂鸦次文化中脱颖而出，开展了短暂而激烈的职业生涯，并在27岁时因过量服用而去世。纽约现代艺术博物馆成为了当代艺术策展的全球首都。
**Q1:** 波洛克在他的工作室地板上铺了一块巨大的画布，并通过以下哪种方式涂抹油漆
A 通过喷嘴喷洒。
B 用木棍和画笔滴下工业珐琅漆。
C 压下装有油画颜料的滚筒。
D 沿直线倾倒水桶。
**A1:** B
**Q2:** 沃霍尔通过丝网印刷转化为波普艺术的大量生产的杂货商品是
A 麦片盒。
B 仅有可口可乐瓶。
C 金宝汤罐头。
D 洗衣粉纸盒。
**A2:** C
**Q3:** 巴斯奎特脱颖于以下哪个纽约街头艺术次文化
